name,agg_master_class,master_class,detection_count,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*,ra,dec
2CXO J010555.2-720350,XB,HMXB,3,0.0±0.0,0.003±0.004,0.0±0.0,0.001±0.002,0.68±0.441,0.002±0.003,0.315±0.445,0.0±0.0,0.0±0.0,0.0±0.0,16.480212478359363,-72.06405200494285
2CXO J122018.0+290600,AGN,QSO,3,0.397±0.318,0.391±0.391,0.116±0.133,0.016±0.022,0.031±0.028,0.022±0.031,0.027±0.037,0.0±0.0,0.0±0.0,0.0±0.0,185.0750726669424,29.100120061890465
2CXO J150347.5-414301,XB,HMXB,3,0.049±0.036,0.158±0.094,0.058±0.044,0.025±0.016,0.553±0.135,0.046±0.036,0.041±0.013,0.052±0.054,0.001±0.0,0.018±0.017,225.9481421340905,-41.71706287324184
2CXO J104445.0-593354,YSO,Orion_V*,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.001,0.002±0.003,0.0±0.0,0.028±0.035,0.0±0.0,0.969±0.033,161.1875993834991,-59.565131923704406
2CXO J010428.9-214254,Seyfert,Seyfert_1,3,0.344±0.102,0.092±0.048,0.443±0.247,0.073±0.083,0.038±0.029,0.001±0.001,0.009±0.008,0.0±0.0,0.0±0.0,0.0±0.0,16.120683903891745,-21.71501253634112
2CXO J150240.5-414508,AGN,QSO,3,0.595±0.43,0.122±0.099,0.027±0.023,0.001±0.001,0.066±0.093,0.093±0.132,0.085±0.12,0.0±0.0,0.011±0.016,0.0±0.0,225.66888586354776,-41.752496631245
2CXO J104511.6-595743,YSO,Orion_V*,3,0.0±0.0,0.008±0.012,0.0±0.0,0.0±0.0,0.127±0.172,0.008±0.01,0.0±0.0,0.267±0.232,0.017±0.024,0.572±0.409,161.298540118024,-59.96219770266558
2CXO J125629.6+565203,Seyfert,Seyfert_1,3,0.168±0.211,0.076±0.094,0.563±0.3,0.005±0.006,0.169±0.217,0.001±0.0,0.019±0.027,0.0±0.0,0.0±0.0,0.0±0.0,194.1235454457203,56.86771575058743
2CXO J133649.1-295258,YSO,Orion_V*,3,0.324±0.458,0.004±0.006,0.005±0.008,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.046±0.063,0.0±0.0,0.62±0.442,204.20460304233745,-29.8829617118116
2CXO J004717.6-251826,YSO,Orion_V*,3,0.0±0.0,0.0±0.0,0.0±0.0,0.062±0.088,0.044±0.05,0.0±0.0,0.0±0.0,0.222±0.145,0.313±0.32,0.359±0.208,11.823467010535978,-25.30748689593613
2CXO J133649.2-295303,YSO,YSO,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.689±0.222,0.097±0.132,0.213±0.165,204.2050142417408,-29.88429920708153
2CXO J124820.2-055153,XB,HMXB,3,0.047±0.033,0.126±0.135,0.052±0.071,0.006±0.004,0.665±0.148,0.055±0.059,0.048±0.057,0.002±0.003,0.0±0.0,0.0±0.0,192.08440210575247,-5.864946003508806
2CXO J133651.6-295335,AGN,AGN,3,0.048±0.059,0.311±0.205,0.098±0.114,0.038±0.049,0.109±0.086,0.215±0.229,0.181±0.255,0.0±0.0,0.0±0.0,0.0±0.0,204.21521617209729,-29.89311651239636
2CXO J122006.8+291656,XB,LMXB,3,0.006±0.008,0.016±0.022,0.004±0.005,0.023±0.032,0.274±0.175,0.548±0.294,0.129±0.157,0.0±0.0,0.0±0.0,0.0±0.0,185.0283477260043,29.28225480005357
2CXO J104415.1+115450,AGN,AGN,3,0.118±0.081,0.489±0.265,0.085±0.039,0.117±0.11,0.137±0.191,0.001±0.001,0.052±0.073,0.0±0.0,0.0±0.0,0.0±0.0,161.06311746576773,11.91400790353374
2CXO J133653.6-295336,YSO,YSO,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.003±0.004,0.004±0.006,0.0±0.0,0.657±0.464,0.002±0.003,0.334±0.466,204.2233462700292,-29.89356264152303
2CXO J133005.1+471010,YSO,TTau*,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.057±0.081,0.089±0.126,0.0±0.0,0.12±0.057,0.425±0.044,0.309±0.192,202.52130017869183,47.16968124742999
2CXO J104356.2-593226,YSO,Orion_V*,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.006±0.007,0.0±0.0,0.0±0.0,0.339±0.112,0.0±0.0,0.655±0.118,160.98456803374938,-59.54060372735561
2CXO J013336.0+303333,XB,LMXB,3,0.001±0.001,0.197±0.209,0.0±0.001,0.097±0.137,0.139±0.126,0.416±0.21,0.103±0.105,0.018±0.025,0.021±0.017,0.008±0.011,23.40018653918196,30.559185994397296
2CXO J104356.8-593217,YSO,Orion_V*,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.006±0.007,0.0±0.0,0.0±0.0,0.339±0.112,0.0±0.0,0.655±0.118,160.98667589234026,-59.538210563163496
2CXO J132951.9+471146,XB,HMXB,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.704±0.413,0.001±0.001,0.0±0.0,0.111±0.157,0.177±0.251,0.006±0.007,202.46625342119228,47.19621242022147
2CXO J013303.5+303903,XB,HMXB,3,0.002±0.003,0.141±0.197,0.01±0.014,0.007±0.01,0.484±0.386,0.017±0.023,0.007±0.009,0.088±0.125,0.203±0.287,0.04±0.056,23.26490663377291,30.65107258164283
2CXO J215401.3+164524,AGN,QSO,3,0.391±0.285,0.082±0.01,0.212±0.171,0.269±0.368,0.042±0.051,0.0±0.001,0.003±0.005,0.0±0.0,0.0±0.001,0.0±0.0,328.5054730881229,16.756877965178017
2CXO J013236.8+303228,XB,HMXB,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.991±0.013,0.0±0.0,0.009±0.012,0.0±0.0,0.0±0.0,0.0±0.0,23.15349199338283,30.54121843506442
2CXO J215528.5+380315,XB,HMXB,3,0.0±0.0,0.004±0.005,0.322±0.399,0.028±0.027,0.529±0.384,0.007±0.005,0.111±0.152,0.0±0.0,0.0±0.0,0.0±0.0,328.8688301519128,38.054219715881786
2CXO J151335.1-590131,YSO,YSO,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.333±0.471,0.0±0.0,0.667±0.471,0.0±0.0,0.0±0.0,228.3962613840952,-59.02538754121012
2CXO J133001.9+471506,XB,HMXB,3,0.002±0.003,0.094±0.06,0.0±0.0,0.043±0.06,0.693±0.244,0.154±0.184,0.001±0.001,0.012±0.017,0.0±0.0,0.0±0.0,202.5082147473198,47.25189532525895
2CXO J151244.5-590539,YSO,YSO,3,0.0±0.0,0.0±0.0,0.001±0.001,0.0±0.0,0.01±0.013,0.283±0.4,0.0±0.0,0.527±0.372,0.056±0.03,0.124±0.122,228.18560034854303,-59.094324420433374
2CXO J121512.2-652556,YSO,TTau*,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.004±0.006,0.203±0.274,0.0±0.0,0.136±0.102,0.459±0.399,0.198±0.148,183.8010784495169,-65.4324883441518
2CXO J151037.5+332703,AGN,AGN,3,0.233±0.148,0.511±0.105,0.064±0.056,0.003±0.004,0.033±0.031,0.095±0.134,0.056±0.077,0.001±0.001,0.003±0.003,0.0±0.0,227.6564744980537,33.45085699118882
2CXO J121934.9+291546,AGN,QSO,3,0.474±0.09,0.053±0.073,0.215±0.113,0.0±0.0,0.115±0.163,0.0±0.0,0.0±0.0,0.117±0.166,0.023±0.033,0.002±0.003,184.8956369247196,29.26297688752662
2CXO J010415.9-220211,AGN,QSO,3,0.47±0.208,0.207±0.096,0.04±0.043,0.035±0.049,0.085±0.06,0.131±0.102,0.032±0.027,0.0±0.0,0.0±0.0,0.0±0.0,16.066492963706025,-22.036453327303214
2CXO J124920.9-411916,XB,HMXB,3,0.048±0.066,0.198±0.152,0.021±0.024,0.012±0.017,0.482±0.12,0.175±0.088,0.059±0.036,0.003±0.003,0.001±0.002,0.0±0.0,192.3371557356473,-41.32115993144543
2CXO J132513.9-430725,AGN,QSO,3,0.353±0.355,0.217±0.127,0.092±0.074,0.067±0.095,0.048±0.024,0.02±0.014,0.201±0.214,0.0±0.0,0.001±0.001,0.001±0.0,201.30809251785047,-43.12386805278621
2CXO J132625.7-430253,YSO,YSO,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.308±0.393,0.0±0.0,0.0±0.0,0.569±0.351,0.01±0.014,0.114±0.153,201.60734317956727,-43.04826285472879
2CXO J132615.8-425846,XB,HMXB,3,0.002±0.001,0.089±0.041,0.073±0.07,0.024±0.034,0.456±0.07,0.27±0.128,0.084±0.062,0.001±0.001,0.0±0.0,0.0±0.0,201.5660719629493,-42.97946128196348
2CXO J132615.7-424655,YSO,Orion_V*,3,0.001±0.001,0.012±0.009,0.0±0.0,0.0±0.0,0.329±0.431,0.115±0.12,0.0±0.0,0.043±0.056,0.0±0.0,0.499±0.388,201.5655902507893,-42.78214848060564
2CXO J120155.2-184917,AGN,QSO,3,0.548±0.095,0.045±0.063,0.4±0.167,0.005±0.007,0.002±0.003,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,180.48011712509583,-18.82145458071897
2CXO J130518.5-492823,XB,HMXB,3,0.0±0.0,0.001±0.001,0.013±0.018,0.0±0.0,0.952±0.038,0.01±0.011,0.001±0.001,0.023±0.018,0.0±0.0,0.0±0.0,196.32729116875112,-49.47321390325396
2CXO J120150.0-184953,Seyfert,Seyfert_1,3,0.094±0.128,0.015±0.018,0.712±0.041,0.011±0.008,0.01±0.011,0.032±0.045,0.051±0.072,0.026±0.036,0.013±0.019,0.036±0.051,180.45841122950924,-18.83159612410111
2CXO J130021.4+275929,AGN,AGN,3,0.316±0.264,0.431±0.189,0.247±0.078,0.002±0.001,0.0±0.0,0.001±0.001,0.0±0.0,0.0±0.0,0.001±0.001,0.002±0.003,195.08946949013955,27.991442021562463
2CXO J010408.9-221559,YSO,YSO,3,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.001,0.004±0.005,0.0±0.0,0.458±0.243,0.189±0.124,0.349±0.29,16.037191392484715,-22.266424999382764
